
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007318                       # Number of seconds simulated (Second)
simTicks                                   7317751000                       # Number of ticks simulated (Tick)
finalTick                                  7317751000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    871.73                       # Real time elapsed on the host (Second)
hostTickRate                                  8394557                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8900308                       # Number of bytes of host memory used (Byte)
simInsts                                     26186677                       # Number of instructions simulated (Count)
simOps                                       49975438                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30040                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57329                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14617428                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29721386                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69196                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28156748                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                110118                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4802885                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6608731                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40036                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           14314932                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.966949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.553119                       # Number of insts issued each cycle (Count)
system.cpu1.commit.commitEligibleSamples      1912551                       # number cycles where commit BW limit reached (Cycle)
system.cpu1.dcache.demandHits::cpu1.data      3302064                       # number of demand (read+write) hits (Count)
system.cpu1.dcache.demandHits::total          3302064                       # number of demand (read+write) hits (Count)
system.cpu1.dcache.overallHits::cpu1.data      3302064                       # number of overall hits (Count)
system.cpu1.dcache.overallHits::total         3302064                       # number of overall hits (Count)
system.cpu1.dcache.demandMisses::cpu1.data       414844                       # number of demand (read+write) misses (Count)
system.cpu1.dcache.demandMisses::total         414844                       # number of demand (read+write) misses (Count)
system.cpu1.dcache.overallMisses::cpu1.data       414844                       # number of overall misses (Count)
system.cpu1.dcache.overallMisses::total        414844                       # number of overall misses (Count)
system.cpu1.dcache.demandMissLatency::cpu1.data  23232583969                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.dcache.demandMissLatency::total  23232583969                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.dcache.overallMissLatency::cpu1.data  23232583969                       # number of overall miss ticks (Tick)
system.cpu1.dcache.overallMissLatency::total  23232583969                       # number of overall miss ticks (Tick)
system.cpu1.dcache.demandAccesses::cpu1.data      3716908                       # number of demand (read+write) accesses (Count)
system.cpu1.dcache.demandAccesses::total      3716908                       # number of demand (read+write) accesses (Count)
system.cpu1.dcache.overallAccesses::cpu1.data      3716908                       # number of overall (read+write) accesses (Count)
system.cpu1.dcache.overallAccesses::total      3716908                       # number of overall (read+write) accesses (Count)
system.cpu1.dcache.demandMissRate::cpu1.data     0.111610                       # miss rate for demand accesses (Ratio)
system.cpu1.dcache.demandMissRate::total     0.111610                       # miss rate for demand accesses (Ratio)
system.cpu1.dcache.overallMissRate::cpu1.data     0.111610                       # miss rate for overall accesses (Ratio)
system.cpu1.dcache.overallMissRate::total     0.111610                       # miss rate for overall accesses (Ratio)
system.cpu1.dcache.demandAvgMissLatency::cpu1.data 56003.181844                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.demandAvgMissLatency::total 56003.181844                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMissLatency::cpu1.data 56003.181844                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMissLatency::total 56003.181844                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.blockedCycles::no_mshrs        95498                       # number of cycles access was blocked (Cycle)
system.cpu1.dcache.blockedCycles::no_targets         7609                       # number of cycles access was blocked (Cycle)
system.cpu1.dcache.blockedCauses::no_mshrs         3742                       # number of times access was blocked (Count)
system.cpu1.dcache.blockedCauses::no_targets          121                       # number of times access was blocked (Count)
system.cpu1.dcache.avgBlocked::no_mshrs     25.520577                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dcache.avgBlocked::no_targets    62.884298                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dcache.writebacks::writebacks        54558                       # number of writebacks (Count)
system.cpu1.dcache.writebacks::total            54558                       # number of writebacks (Count)
system.cpu1.dcache.demandMshrHits::cpu1.data       301967                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.dcache.demandMshrHits::total       301967                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.dcache.overallMshrHits::cpu1.data       301967                       # number of overall MSHR hits (Count)
system.cpu1.dcache.overallMshrHits::total       301967                       # number of overall MSHR hits (Count)
system.cpu1.dcache.demandMshrMisses::cpu1.data       112877                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.dcache.demandMshrMisses::total       112877                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.dcache.overallMshrMisses::cpu1.data       112877                       # number of overall MSHR misses (Count)
system.cpu1.dcache.overallMshrMisses::total       112877                       # number of overall MSHR misses (Count)
system.cpu1.dcache.demandMshrMissLatency::cpu1.data   6569458469                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.dcache.demandMshrMissLatency::total   6569458469                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.dcache.overallMshrMissLatency::cpu1.data   6569458469                       # number of overall MSHR miss ticks (Tick)
system.cpu1.dcache.overallMshrMissLatency::total   6569458469                       # number of overall MSHR miss ticks (Tick)
system.cpu1.dcache.demandMshrMissRate::cpu1.data     0.030369                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.dcache.demandMshrMissRate::total     0.030369                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.dcache.overallMshrMissRate::cpu1.data     0.030369                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.dcache.overallMshrMissRate::total     0.030369                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.dcache.demandAvgMshrMissLatency::cpu1.data 58200.151218                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.demandAvgMshrMissLatency::total 58200.151218                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMshrMissLatency::cpu1.data 58200.151218                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMshrMissLatency::total 58200.151218                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.replacements                107475                       # number of replacements (Count)
system.cpu1.dcache.ReadReq.hits::cpu1.data      2322054                       # number of ReadReq hits (Count)
system.cpu1.dcache.ReadReq.hits::total        2322054                       # number of ReadReq hits (Count)
system.cpu1.dcache.ReadReq.misses::cpu1.data       384149                       # number of ReadReq misses (Count)
system.cpu1.dcache.ReadReq.misses::total       384149                       # number of ReadReq misses (Count)
system.cpu1.dcache.ReadReq.missLatency::cpu1.data  21061724500                       # number of ReadReq miss ticks (Tick)
system.cpu1.dcache.ReadReq.missLatency::total  21061724500                       # number of ReadReq miss ticks (Tick)
system.cpu1.dcache.ReadReq.accesses::cpu1.data      2706203                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.accesses::total      2706203                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.missRate::cpu1.data     0.141951                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.missRate::total     0.141951                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMissLatency::cpu1.data 54826.966880                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMissLatency::total 54826.966880                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.mshrHits::cpu1.data       301955                       # number of ReadReq MSHR hits (Count)
system.cpu1.dcache.ReadReq.mshrHits::total       301955                       # number of ReadReq MSHR hits (Count)
system.cpu1.dcache.ReadReq.mshrMisses::cpu1.data        82194                       # number of ReadReq MSHR misses (Count)
system.cpu1.dcache.ReadReq.mshrMisses::total        82194                       # number of ReadReq MSHR misses (Count)
system.cpu1.dcache.ReadReq.mshrMissLatency::cpu1.data   4429781000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissLatency::total   4429781000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissRate::cpu1.data     0.030372                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.mshrMissRate::total     0.030372                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMshrMissLatency::cpu1.data 53894.213690                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMshrMissLatency::total 53894.213690                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.hits::cpu1.data       980010                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.hits::total        980010                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.misses::cpu1.data        30695                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.misses::total        30695                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.missLatency::cpu1.data   2170859469                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.missLatency::total   2170859469                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.accesses::cpu1.data      1010705                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.accesses::total      1010705                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.missRate::cpu1.data     0.030370                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.missRate::total     0.030370                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMissLatency::cpu1.data 70723.553315                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMissLatency::total 70723.553315                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.mshrHits::cpu1.data           12                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrHits::total           12                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrMisses::cpu1.data        30683                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMisses::total        30683                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMissLatency::cpu1.data   2139677469                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissLatency::total   2139677469                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissRate::cpu1.data     0.030358                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.mshrMissRate::total     0.030358                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMshrMissLatency::cpu1.data 69734.949940                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMshrMissLatency::total 69734.949940                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dcache.tags.tagsInUse          504.325940                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dcache.tags.totalRefs             3416190                       # Total number of references to valid blocks. (Count)
system.cpu1.dcache.tags.sampledRefs            107987                       # Sample count of references to valid blocks. (Count)
system.cpu1.dcache.tags.avgRefs             31.635197                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dcache.tags.warmupTick             208000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dcache.tags.occupancies::cpu1.data   504.325940                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.dcache.tags.avgOccs::cpu1.data     0.985012                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.avgOccs::total       0.985012                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu1.dcache.tags.ageTaskId_1024::0           79                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::1          308                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::2          125                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.dcache.tags.tagAccesses           7541803                       # Number of tag accesses (Count)
system.cpu1.dcache.tags.dataAccesses          7541803                       # Number of data accesses (Count)
system.cpu1.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.decode.idleCycles                 1361663                       # Number of cycles decode is idle (Cycle)
system.cpu1.decode.blockedCycles              8191328                       # Number of cycles decode is blocked (Cycle)
system.cpu1.decode.runCycles                  4157988                       # Number of cycles decode is running (Cycle)
system.cpu1.decode.unblockCycles               533608                       # Number of cycles decode is unblocking (Cycle)
system.cpu1.decode.squashCycles                 83467                       # Number of cycles decode is squashing (Cycle)
system.cpu1.decode.branchResolved             2297897                       # Number of times decode resolved a branch (Count)
system.cpu1.decode.branchMispred                 1570                       # Number of times decode detected a branch misprediction (Count)
system.cpu1.decode.decodedInsts              30992127                       # Number of instructions handled by decode (Count)
system.cpu1.decode.squashedInsts                 7345                       # Number of squashed instructions handled by decode (Count)
system.cpu1.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.fetch.icacheStallCycles           1371100                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu1.fetch.insts                      17189712                       # Number of instructions fetch has processed (Count)
system.cpu1.fetch.branches                    3985704                       # Number of branches that fetch encountered (Count)
system.cpu1.fetch.predictedBranches           2481268                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                     12859763                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                 169968                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                1601                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.pendingTrapStallCycles        10309                       # Number of stall cycles due to pending traps (Cycle)
system.cpu1.fetch.pendingQuiesceStallCycles           22                       # Number of stall cycles due to pending quiesce instructions (Cycle)
system.cpu1.fetch.icacheWaitRetryStallCycles          275                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu1.fetch.cacheLines                  1233650                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                12705                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples          14328054                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             2.259106                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            3.243717                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                 8890270     62.05%     62.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                  268281      1.87%     63.92% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                  509274      3.55%     67.47% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                  531970      3.71%     71.19% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                  227810      1.59%     72.78% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                  242502      1.69%     74.47% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                  746200      5.21%     79.68% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                  409073      2.86%     82.53% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                 2502674     17.47%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total            14328054                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.branchRate                 0.272331                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetch.rate                       1.174521                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.icache.demandHits::cpu1.inst      1229002                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total          1229002                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst      1229002                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total         1229002                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst         4647                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total           4647                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst         4647                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total          4647                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst    373087498                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total    373087498                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst    373087498                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total    373087498                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst      1233649                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total      1233649                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst      1233649                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total      1233649                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.003767                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.003767                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.003767                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.003767                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 80285.667743                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.demandAvgMissLatency::total 80285.667743                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 80285.667743                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMissLatency::total 80285.667743                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.blockedCycles::no_mshrs         2028                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs           28                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs     72.428571                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks         3226                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total             3226                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          907                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          907                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          907                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          907                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst         3740                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total         3740                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst         3740                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total         3740                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst    301979999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total    301979999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst    301979999                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total    301979999                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.003032                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.003032                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.003032                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.003032                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 80743.315241                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 80743.315241                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 80743.315241                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 80743.315241                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.replacements                  3226                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst      1229002                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total        1229002                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst         4647                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total         4647                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst    373087498                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total    373087498                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst      1233649                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total      1233649                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.003767                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.003767                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 80285.667743                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 80285.667743                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          907                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          907                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst         3740                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total         3740                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst    301979999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total    301979999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.003032                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.003032                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 80743.315241                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 80743.315241                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          504.424585                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs             1232741                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs              3739                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs            329.698048                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick             100000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   504.424585                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.985204                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.985204                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::0           94                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::1          284                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::2            4                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::3          130                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses           2471037                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses          2471037                       # Number of data accesses (Count)
