
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007102                       # Number of seconds simulated (Second)
simTicks                                   7101520000                       # Number of ticks simulated (Tick)
finalTick                                  7101520000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1834.32                       # Real time elapsed on the host (Second)
hostTickRate                                  3871468                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9101724                       # Number of bytes of host memory used (Byte)
simInsts                                     52374362                       # Number of instructions simulated (Count)
simOps                                       99952795                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    28552                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      54490                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14126700                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29648083                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   70239                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28111432                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                108161                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4730117                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6589373                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              41079                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           13821110                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.033949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.563343                       # Number of insts issued each cycle (Count)
system.cpu2.commit.committedInstType_0::SimdSqrt            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatAdd            4      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatAlu            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatCmp            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatCvt            6      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatDiv            2      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatMisc            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatMult            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdReduceAdd            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdReduceAlu            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdReduceCmp            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdAes            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdAesMix            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdSha1Hash            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdSha256Hash            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdShaSigma2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdShaSigma3            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::SimdPredAlu            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::MemRead      2405793      9.63%     95.87% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::MemWrite       994704      3.98%     99.86% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatMemRead        20087      0.08%     99.94% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatMemWrite        15991      0.06%    100.00% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::total     24988205                       # Class of committed instruction (Count)
system.cpu2.commit.commitEligibleSamples      1882255                       # number cycles where commit BW limit reached (Cycle)
system.cpu2.dcache.demandHits::cpu2.data      3290279                       # number of demand (read+write) hits (Count)
system.cpu2.dcache.demandHits::total          3290279                       # number of demand (read+write) hits (Count)
system.cpu2.dcache.overallHits::cpu2.data      3290279                       # number of overall hits (Count)
system.cpu2.dcache.overallHits::total         3290279                       # number of overall hits (Count)
system.cpu2.dcache.demandMisses::cpu2.data       417119                       # number of demand (read+write) misses (Count)
system.cpu2.dcache.demandMisses::total         417119                       # number of demand (read+write) misses (Count)
system.cpu2.dcache.overallMisses::cpu2.data       417119                       # number of overall misses (Count)
system.cpu2.dcache.overallMisses::total        417119                       # number of overall misses (Count)
system.cpu2.dcache.demandMissLatency::cpu2.data  18505747431                       # number of demand (read+write) miss ticks (Tick)
system.cpu2.dcache.demandMissLatency::total  18505747431                       # number of demand (read+write) miss ticks (Tick)
system.cpu2.dcache.overallMissLatency::cpu2.data  18505747431                       # number of overall miss ticks (Tick)
system.cpu2.dcache.overallMissLatency::total  18505747431                       # number of overall miss ticks (Tick)
system.cpu2.dcache.demandAccesses::cpu2.data      3707398                       # number of demand (read+write) accesses (Count)
system.cpu2.dcache.demandAccesses::total      3707398                       # number of demand (read+write) accesses (Count)
system.cpu2.dcache.overallAccesses::cpu2.data      3707398                       # number of overall (read+write) accesses (Count)
system.cpu2.dcache.overallAccesses::total      3707398                       # number of overall (read+write) accesses (Count)
system.cpu2.dcache.demandMissRate::cpu2.data     0.112510                       # miss rate for demand accesses (Ratio)
system.cpu2.dcache.demandMissRate::total     0.112510                       # miss rate for demand accesses (Ratio)
system.cpu2.dcache.overallMissRate::cpu2.data     0.112510                       # miss rate for overall accesses (Ratio)
system.cpu2.dcache.overallMissRate::total     0.112510                       # miss rate for overall accesses (Ratio)
system.cpu2.dcache.demandAvgMissLatency::cpu2.data 44365.630506                       # average overall miss latency ((Cycle/Count))
system.cpu2.dcache.demandAvgMissLatency::total 44365.630506                       # average overall miss latency ((Cycle/Count))
system.cpu2.dcache.overallAvgMissLatency::cpu2.data 44365.630506                       # average overall miss latency ((Cycle/Count))
system.cpu2.dcache.overallAvgMissLatency::total 44365.630506                       # average overall miss latency ((Cycle/Count))
system.cpu2.dcache.blockedCycles::no_mshrs       181056                       # number of cycles access was blocked (Cycle)
system.cpu2.dcache.blockedCycles::no_targets         2613                       # number of cycles access was blocked (Cycle)
system.cpu2.dcache.blockedCauses::no_mshrs        11814                       # number of times access was blocked (Count)
system.cpu2.dcache.blockedCauses::no_targets           75                       # number of times access was blocked (Count)
system.cpu2.dcache.avgBlocked::no_mshrs     15.325546                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.dcache.avgBlocked::no_targets    34.840000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.dcache.writebacks::writebacks        70571                       # number of writebacks (Count)
system.cpu2.dcache.writebacks::total            70571                       # number of writebacks (Count)
system.cpu2.dcache.demandMshrHits::cpu2.data       282920                       # number of demand (read+write) MSHR hits (Count)
system.cpu2.dcache.demandMshrHits::total       282920                       # number of demand (read+write) MSHR hits (Count)
system.cpu2.dcache.overallMshrHits::cpu2.data       282920                       # number of overall MSHR hits (Count)
system.cpu2.dcache.overallMshrHits::total       282920                       # number of overall MSHR hits (Count)
system.cpu2.dcache.demandMshrMisses::cpu2.data       134199                       # number of demand (read+write) MSHR misses (Count)
system.cpu2.dcache.demandMshrMisses::total       134199                       # number of demand (read+write) MSHR misses (Count)
system.cpu2.dcache.overallMshrMisses::cpu2.data       134199                       # number of overall MSHR misses (Count)
system.cpu2.dcache.overallMshrMisses::total       134199                       # number of overall MSHR misses (Count)
system.cpu2.dcache.demandMshrMissLatency::cpu2.data   6030674431                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu2.dcache.demandMshrMissLatency::total   6030674431                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu2.dcache.overallMshrMissLatency::cpu2.data   6030674431                       # number of overall MSHR miss ticks (Tick)
system.cpu2.dcache.overallMshrMissLatency::total   6030674431                       # number of overall MSHR miss ticks (Tick)
system.cpu2.dcache.demandMshrMissRate::cpu2.data     0.036198                       # mshr miss ratio for demand accesses (Ratio)
system.cpu2.dcache.demandMshrMissRate::total     0.036198                       # mshr miss ratio for demand accesses (Ratio)
system.cpu2.dcache.overallMshrMissRate::cpu2.data     0.036198                       # mshr miss ratio for overall accesses (Ratio)
system.cpu2.dcache.overallMshrMissRate::total     0.036198                       # mshr miss ratio for overall accesses (Ratio)
system.cpu2.dcache.demandAvgMshrMissLatency::cpu2.data 44938.296343                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.dcache.demandAvgMshrMissLatency::total 44938.296343                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.dcache.overallAvgMshrMissLatency::cpu2.data 44938.296343                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.dcache.overallAvgMshrMissLatency::total 44938.296343                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.dcache.replacements                125191                       # number of replacements (Count)
system.cpu2.dcache.ReadReq.hits::cpu2.data      2313755                       # number of ReadReq hits (Count)
system.cpu2.dcache.ReadReq.hits::total        2313755                       # number of ReadReq hits (Count)
system.cpu2.dcache.ReadReq.misses::cpu2.data       382935                       # number of ReadReq misses (Count)
system.cpu2.dcache.ReadReq.misses::total       382935                       # number of ReadReq misses (Count)
system.cpu2.dcache.ReadReq.missLatency::cpu2.data  16368583000                       # number of ReadReq miss ticks (Tick)
system.cpu2.dcache.ReadReq.missLatency::total  16368583000                       # number of ReadReq miss ticks (Tick)
system.cpu2.dcache.ReadReq.accesses::cpu2.data      2696690                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu2.dcache.ReadReq.accesses::total      2696690                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu2.dcache.ReadReq.missRate::cpu2.data     0.142002                       # miss rate for ReadReq accesses (Ratio)
system.cpu2.dcache.ReadReq.missRate::total     0.142002                       # miss rate for ReadReq accesses (Ratio)
system.cpu2.dcache.ReadReq.avgMissLatency::cpu2.data 42745.069006                       # average ReadReq miss latency ((Tick/Count))
system.cpu2.dcache.ReadReq.avgMissLatency::total 42745.069006                       # average ReadReq miss latency ((Tick/Count))
system.cpu2.dcache.ReadReq.mshrHits::cpu2.data       282899                       # number of ReadReq MSHR hits (Count)
system.cpu2.dcache.ReadReq.mshrHits::total       282899                       # number of ReadReq MSHR hits (Count)
system.cpu2.dcache.ReadReq.mshrMisses::cpu2.data       100036                       # number of ReadReq MSHR misses (Count)
system.cpu2.dcache.ReadReq.mshrMisses::total       100036                       # number of ReadReq MSHR misses (Count)
system.cpu2.dcache.ReadReq.mshrMissLatency::cpu2.data   3928243500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu2.dcache.ReadReq.mshrMissLatency::total   3928243500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu2.dcache.ReadReq.mshrMissRate::cpu2.data     0.037096                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu2.dcache.ReadReq.mshrMissRate::total     0.037096                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu2.dcache.ReadReq.avgMshrMissLatency::cpu2.data 39268.298413                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu2.dcache.ReadReq.avgMshrMissLatency::total 39268.298413                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu2.dcache.WriteReq.hits::cpu2.data       976524                       # number of WriteReq hits (Count)
system.cpu2.dcache.WriteReq.hits::total        976524                       # number of WriteReq hits (Count)
system.cpu2.dcache.WriteReq.misses::cpu2.data        34184                       # number of WriteReq misses (Count)
system.cpu2.dcache.WriteReq.misses::total        34184                       # number of WriteReq misses (Count)
system.cpu2.dcache.WriteReq.missLatency::cpu2.data   2137164431                       # number of WriteReq miss ticks (Tick)
system.cpu2.dcache.WriteReq.missLatency::total   2137164431                       # number of WriteReq miss ticks (Tick)
system.cpu2.dcache.WriteReq.accesses::cpu2.data      1010708                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu2.dcache.WriteReq.accesses::total      1010708                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu2.dcache.WriteReq.missRate::cpu2.data     0.033822                       # miss rate for WriteReq accesses (Ratio)
system.cpu2.dcache.WriteReq.missRate::total     0.033822                       # miss rate for WriteReq accesses (Ratio)
system.cpu2.dcache.WriteReq.avgMissLatency::cpu2.data 62519.436900                       # average WriteReq miss latency ((Tick/Count))
system.cpu2.dcache.WriteReq.avgMissLatency::total 62519.436900                       # average WriteReq miss latency ((Tick/Count))
system.cpu2.dcache.WriteReq.mshrHits::cpu2.data           21                       # number of WriteReq MSHR hits (Count)
system.cpu2.dcache.WriteReq.mshrHits::total           21                       # number of WriteReq MSHR hits (Count)
system.cpu2.dcache.WriteReq.mshrMisses::cpu2.data        34163                       # number of WriteReq MSHR misses (Count)
system.cpu2.dcache.WriteReq.mshrMisses::total        34163                       # number of WriteReq MSHR misses (Count)
system.cpu2.dcache.WriteReq.mshrMissLatency::cpu2.data   2102430931                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu2.dcache.WriteReq.mshrMissLatency::total   2102430931                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu2.dcache.WriteReq.mshrMissRate::cpu2.data     0.033801                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu2.dcache.WriteReq.mshrMissRate::total     0.033801                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu2.dcache.WriteReq.avgMshrMissLatency::cpu2.data 61541.168252                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu2.dcache.WriteReq.avgMshrMissLatency::total 61541.168252                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu2.dcache.power_state.pwrStateResidencyTicks::UNDEFINED   7101520000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.dcache.tags.tagsInUse          507.182068                       # Average ticks per tags in use ((Tick/Count))
system.cpu2.dcache.tags.totalRefs             3426332                       # Total number of references to valid blocks. (Count)
system.cpu2.dcache.tags.sampledRefs            125703                       # Sample count of references to valid blocks. (Count)
system.cpu2.dcache.tags.avgRefs             27.257361                       # Average number of references to valid blocks. ((Count/Count))
system.cpu2.dcache.tags.warmupTick             218000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu2.dcache.tags.occupancies::cpu2.data   507.182068                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu2.dcache.tags.avgOccs::cpu2.data     0.990590                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu2.dcache.tags.avgOccs::total       0.990590                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu2.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu2.dcache.tags.ageTaskId_1024::1          317                       # Occupied blocks per task id, per block age (Count)
system.cpu2.dcache.tags.ageTaskId_1024::2           93                       # Occupied blocks per task id, per block age (Count)
system.cpu2.dcache.tags.ageTaskId_1024::3          102                       # Occupied blocks per task id, per block age (Count)
system.cpu2.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu2.dcache.tags.tagAccesses           7540499                       # Number of tag accesses (Count)
system.cpu2.dcache.tags.dataAccesses          7540499                       # Number of data accesses (Count)
system.cpu2.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7101520000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.decode.idleCycles                 1364981                       # Number of cycles decode is idle (Cycle)
system.cpu2.decode.blockedCycles              7692194                       # Number of cycles decode is blocked (Cycle)
system.cpu2.decode.runCycles                  4129936                       # Number of cycles decode is running (Cycle)
system.cpu2.decode.unblockCycles               542781                       # Number of cycles decode is unblocking (Cycle)
system.cpu2.decode.squashCycles                 83803                       # Number of cycles decode is squashing (Cycle)
system.cpu2.decode.branchResolved             2289344                       # Number of times decode resolved a branch (Count)
system.cpu2.decode.branchMispred                 1566                       # Number of times decode detected a branch misprediction (Count)
system.cpu2.decode.decodedInsts              30914005                       # Number of instructions handled by decode (Count)
system.cpu2.decode.squashedInsts                 7353                       # Number of squashed instructions handled by decode (Count)
system.cpu2.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu2.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu2.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu2.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu2.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu2.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   7101520000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu2.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu2.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu2.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu2.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu2.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu2.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu2.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7101520000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.fetch.icacheStallCycles           1370990                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu2.fetch.insts                      17191928                       # Number of instructions fetch has processed (Count)
system.cpu2.fetch.branches                    3986186                       # Number of branches that fetch encountered (Count)
system.cpu2.fetch.predictedBranches           2478143                       # Number of branches that fetch has predicted taken (Count)
system.cpu2.fetch.cycles                     12346073                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu2.fetch.squashCycles                 170644                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu2.fetch.miscStallCycles                1524                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu2.fetch.pendingTrapStallCycles         9674                       # Number of stall cycles due to pending traps (Cycle)
system.cpu2.fetch.pendingQuiesceStallCycles           36                       # Number of stall cycles due to pending quiesce instructions (Cycle)
system.cpu2.fetch.icacheWaitRetryStallCycles           76                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu2.fetch.cacheLines                  1235486                       # Number of cache lines fetched (Count)
system.cpu2.fetch.icacheSquashes                12635                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu2.fetch.nisnDist::samples          13813695                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::mean             2.343238                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::stdev            3.273593                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::0                 8373753     60.62%     60.62% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::1                  269753      1.95%     62.57% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::2                  511840      3.71%     66.28% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::3                  530504      3.84%     70.12% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::4                  230275      1.67%     71.78% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::5                  239509      1.73%     73.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::6                  745412      5.40%     78.91% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::7                  408479      2.96%     81.87% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::8                 2504170     18.13%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::total            13813695                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.branchRate                 0.282317                       # Number of branch fetches per cycle (Ratio)
system.cpu2.fetch.rate                       1.217598                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu2.icache.demandHits::cpu2.inst      1230963                       # number of demand (read+write) hits (Count)
system.cpu2.icache.demandHits::total          1230963                       # number of demand (read+write) hits (Count)
system.cpu2.icache.overallHits::cpu2.inst      1230963                       # number of overall hits (Count)
system.cpu2.icache.overallHits::total         1230963                       # number of overall hits (Count)
system.cpu2.icache.demandMisses::cpu2.inst         4522                       # number of demand (read+write) misses (Count)
system.cpu2.icache.demandMisses::total           4522                       # number of demand (read+write) misses (Count)
system.cpu2.icache.overallMisses::cpu2.inst         4522                       # number of overall misses (Count)
system.cpu2.icache.overallMisses::total          4522                       # number of overall misses (Count)
system.cpu2.icache.demandMissLatency::cpu2.inst    371938500                       # number of demand (read+write) miss ticks (Tick)
system.cpu2.icache.demandMissLatency::total    371938500                       # number of demand (read+write) miss ticks (Tick)
system.cpu2.icache.overallMissLatency::cpu2.inst    371938500                       # number of overall miss ticks (Tick)
system.cpu2.icache.overallMissLatency::total    371938500                       # number of overall miss ticks (Tick)
system.cpu2.icache.demandAccesses::cpu2.inst      1235485                       # number of demand (read+write) accesses (Count)
system.cpu2.icache.demandAccesses::total      1235485                       # number of demand (read+write) accesses (Count)
system.cpu2.icache.overallAccesses::cpu2.inst      1235485                       # number of overall (read+write) accesses (Count)
system.cpu2.icache.overallAccesses::total      1235485                       # number of overall (read+write) accesses (Count)
system.cpu2.icache.demandMissRate::cpu2.inst     0.003660                       # miss rate for demand accesses (Ratio)
system.cpu2.icache.demandMissRate::total     0.003660                       # miss rate for demand accesses (Ratio)
system.cpu2.icache.overallMissRate::cpu2.inst     0.003660                       # miss rate for overall accesses (Ratio)
system.cpu2.icache.overallMissRate::total     0.003660                       # miss rate for overall accesses (Ratio)
system.cpu2.icache.demandAvgMissLatency::cpu2.inst 82250.884564                       # average overall miss latency ((Cycle/Count))
system.cpu2.icache.demandAvgMissLatency::total 82250.884564                       # average overall miss latency ((Cycle/Count))
system.cpu2.icache.overallAvgMissLatency::cpu2.inst 82250.884564                       # average overall miss latency ((Cycle/Count))
system.cpu2.icache.overallAvgMissLatency::total 82250.884564                       # average overall miss latency ((Cycle/Count))
system.cpu2.icache.blockedCycles::no_mshrs         1376                       # number of cycles access was blocked (Cycle)
system.cpu2.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu2.icache.blockedCauses::no_mshrs           18                       # number of times access was blocked (Count)
system.cpu2.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu2.icache.avgBlocked::no_mshrs     76.444444                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.icache.writebacks::writebacks         3103                       # number of writebacks (Count)
system.cpu2.icache.writebacks::total             3103                       # number of writebacks (Count)
system.cpu2.icache.demandMshrHits::cpu2.inst          907                       # number of demand (read+write) MSHR hits (Count)
system.cpu2.icache.demandMshrHits::total          907                       # number of demand (read+write) MSHR hits (Count)
system.cpu2.icache.overallMshrHits::cpu2.inst          907                       # number of overall MSHR hits (Count)
system.cpu2.icache.overallMshrHits::total          907                       # number of overall MSHR hits (Count)
system.cpu2.icache.demandMshrMisses::cpu2.inst         3615                       # number of demand (read+write) MSHR misses (Count)
system.cpu2.icache.demandMshrMisses::total         3615                       # number of demand (read+write) MSHR misses (Count)
system.cpu2.icache.overallMshrMisses::cpu2.inst         3615                       # number of overall MSHR misses (Count)
system.cpu2.icache.overallMshrMisses::total         3615                       # number of overall MSHR misses (Count)
system.cpu2.icache.demandMshrMissLatency::cpu2.inst    300928000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu2.icache.demandMshrMissLatency::total    300928000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu2.icache.overallMshrMissLatency::cpu2.inst    300928000                       # number of overall MSHR miss ticks (Tick)
system.cpu2.icache.overallMshrMissLatency::total    300928000                       # number of overall MSHR miss ticks (Tick)
system.cpu2.icache.demandMshrMissRate::cpu2.inst     0.002926                       # mshr miss ratio for demand accesses (Ratio)
system.cpu2.icache.demandMshrMissRate::total     0.002926                       # mshr miss ratio for demand accesses (Ratio)
system.cpu2.icache.overallMshrMissRate::cpu2.inst     0.002926                       # mshr miss ratio for overall accesses (Ratio)
system.cpu2.icache.overallMshrMissRate::total     0.002926                       # mshr miss ratio for overall accesses (Ratio)
system.cpu2.icache.demandAvgMshrMissLatency::cpu2.inst 83244.260028                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.icache.demandAvgMshrMissLatency::total 83244.260028                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.icache.overallAvgMshrMissLatency::cpu2.inst 83244.260028                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.icache.overallAvgMshrMissLatency::total 83244.260028                       # average overall mshr miss latency ((Cycle/Count))
system.cpu2.icache.replacements                  3103                       # number of replacements (Count)
system.cpu2.icache.ReadReq.hits::cpu2.inst      1230963                       # number of ReadReq hits (Count)
system.cpu2.icache.ReadReq.hits::total        1230963                       # number of ReadReq hits (Count)
system.cpu2.icache.ReadReq.misses::cpu2.inst         4522                       # number of ReadReq misses (Count)
system.cpu2.icache.ReadReq.misses::total         4522                       # number of ReadReq misses (Count)
system.cpu2.icache.ReadReq.missLatency::cpu2.inst    371938500                       # number of ReadReq miss ticks (Tick)
system.cpu2.icache.ReadReq.missLatency::total    371938500                       # number of ReadReq miss ticks (Tick)
system.cpu2.icache.ReadReq.accesses::cpu2.inst      1235485                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu2.icache.ReadReq.accesses::total      1235485                       # number of ReadReq accesses(hits+misses) (Count)
