
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006917                       # Number of seconds simulated (Second)
simTicks                                   6916981000                       # Number of ticks simulated (Tick)
finalTick                                  6916981000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    861.02                       # Real time elapsed on the host (Second)
hostTickRate                                  8033479                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8893552                       # Number of bytes of host memory used (Byte)
simInsts                                     26186696                       # Number of instructions simulated (Count)
simOps                                       49975475                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30413                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58042                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        13833963                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29608981                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69127                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28067218                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                107152                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4690364                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6519417                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              39966                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           13533200                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.073953                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.574642                       # Number of insts issued each cycle (Count)
system.cpu1.commit.committedInstType_0::SimdSha256Hash            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdShaSigma2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdShaSigma3            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdPredAlu            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::MemRead      2405755      9.63%     95.87% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::MemWrite       994701      3.98%     99.86% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatMemRead        20087      0.08%     99.94% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatMemWrite        15991      0.06%    100.00% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::total     24987746                       # Class of committed instruction (Count)
system.cpu1.commit.commitEligibleSamples      1890894                       # number cycles where commit BW limit reached (Cycle)
system.cpu1.dcache.demandHits::cpu1.data      3302159                       # number of demand (read+write) hits (Count)
system.cpu1.dcache.demandHits::total          3302159                       # number of demand (read+write) hits (Count)
system.cpu1.dcache.overallHits::cpu1.data      3302159                       # number of overall hits (Count)
system.cpu1.dcache.overallHits::total         3302159                       # number of overall hits (Count)
system.cpu1.dcache.demandMisses::cpu1.data       403131                       # number of demand (read+write) misses (Count)
system.cpu1.dcache.demandMisses::total         403131                       # number of demand (read+write) misses (Count)
system.cpu1.dcache.overallMisses::cpu1.data       403131                       # number of overall misses (Count)
system.cpu1.dcache.overallMisses::total        403131                       # number of overall misses (Count)
system.cpu1.dcache.demandMissLatency::cpu1.data  17810643972                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.dcache.demandMissLatency::total  17810643972                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.dcache.overallMissLatency::cpu1.data  17810643972                       # number of overall miss ticks (Tick)
system.cpu1.dcache.overallMissLatency::total  17810643972                       # number of overall miss ticks (Tick)
system.cpu1.dcache.demandAccesses::cpu1.data      3705290                       # number of demand (read+write) accesses (Count)
system.cpu1.dcache.demandAccesses::total      3705290                       # number of demand (read+write) accesses (Count)
system.cpu1.dcache.overallAccesses::cpu1.data      3705290                       # number of overall (read+write) accesses (Count)
system.cpu1.dcache.overallAccesses::total      3705290                       # number of overall (read+write) accesses (Count)
system.cpu1.dcache.demandMissRate::cpu1.data     0.108799                       # miss rate for demand accesses (Ratio)
system.cpu1.dcache.demandMissRate::total     0.108799                       # miss rate for demand accesses (Ratio)
system.cpu1.dcache.overallMissRate::cpu1.data     0.108799                       # miss rate for overall accesses (Ratio)
system.cpu1.dcache.overallMissRate::total     0.108799                       # miss rate for overall accesses (Ratio)
system.cpu1.dcache.demandAvgMissLatency::cpu1.data 44180.784837                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.demandAvgMissLatency::total 44180.784837                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMissLatency::cpu1.data 44180.784837                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMissLatency::total 44180.784837                       # average overall miss latency ((Cycle/Count))
system.cpu1.dcache.blockedCycles::no_mshrs        89262                       # number of cycles access was blocked (Cycle)
system.cpu1.dcache.blockedCycles::no_targets         1816                       # number of cycles access was blocked (Cycle)
system.cpu1.dcache.blockedCauses::no_mshrs         3691                       # number of times access was blocked (Count)
system.cpu1.dcache.blockedCauses::no_targets           78                       # number of times access was blocked (Count)
system.cpu1.dcache.avgBlocked::no_mshrs     24.183690                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dcache.avgBlocked::no_targets    23.282051                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dcache.writebacks::writebacks        54841                       # number of writebacks (Count)
system.cpu1.dcache.writebacks::total            54841                       # number of writebacks (Count)
system.cpu1.dcache.demandMshrHits::cpu1.data       288475                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.dcache.demandMshrHits::total       288475                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.dcache.overallMshrHits::cpu1.data       288475                       # number of overall MSHR hits (Count)
system.cpu1.dcache.overallMshrHits::total       288475                       # number of overall MSHR hits (Count)
system.cpu1.dcache.demandMshrMisses::cpu1.data       114656                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.dcache.demandMshrMisses::total       114656                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.dcache.overallMshrMisses::cpu1.data       114656                       # number of overall MSHR misses (Count)
system.cpu1.dcache.overallMshrMisses::total       114656                       # number of overall MSHR misses (Count)
system.cpu1.dcache.demandMshrMissLatency::cpu1.data   5529724472                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.dcache.demandMshrMissLatency::total   5529724472                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.dcache.overallMshrMissLatency::cpu1.data   5529724472                       # number of overall MSHR miss ticks (Tick)
system.cpu1.dcache.overallMshrMissLatency::total   5529724472                       # number of overall MSHR miss ticks (Tick)
system.cpu1.dcache.demandMshrMissRate::cpu1.data     0.030944                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.dcache.demandMshrMissRate::total     0.030944                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.dcache.overallMshrMissRate::cpu1.data     0.030944                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.dcache.overallMshrMissRate::total     0.030944                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.dcache.demandAvgMshrMissLatency::cpu1.data 48228.827728                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.demandAvgMshrMissLatency::total 48228.827728                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMshrMissLatency::cpu1.data 48228.827728                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.overallAvgMshrMissLatency::total 48228.827728                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.dcache.replacements                107844                       # number of replacements (Count)
system.cpu1.dcache.ReadReq.hits::cpu1.data      2323434                       # number of ReadReq hits (Count)
system.cpu1.dcache.ReadReq.hits::total        2323434                       # number of ReadReq hits (Count)
system.cpu1.dcache.ReadReq.misses::cpu1.data       371151                       # number of ReadReq misses (Count)
system.cpu1.dcache.ReadReq.misses::total       371151                       # number of ReadReq misses (Count)
system.cpu1.dcache.ReadReq.missLatency::cpu1.data  15734343000                       # number of ReadReq miss ticks (Tick)
system.cpu1.dcache.ReadReq.missLatency::total  15734343000                       # number of ReadReq miss ticks (Tick)
system.cpu1.dcache.ReadReq.accesses::cpu1.data      2694585                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.accesses::total      2694585                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.missRate::cpu1.data     0.137740                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.missRate::total     0.137740                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMissLatency::cpu1.data 42393.373586                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMissLatency::total 42393.373586                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.mshrHits::cpu1.data       288464                       # number of ReadReq MSHR hits (Count)
system.cpu1.dcache.ReadReq.mshrHits::total       288464                       # number of ReadReq MSHR hits (Count)
system.cpu1.dcache.ReadReq.mshrMisses::cpu1.data        82687                       # number of ReadReq MSHR misses (Count)
system.cpu1.dcache.ReadReq.mshrMisses::total        82687                       # number of ReadReq MSHR misses (Count)
system.cpu1.dcache.ReadReq.mshrMissLatency::cpu1.data   3485697000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissLatency::total   3485697000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissRate::cpu1.data     0.030686                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.mshrMissRate::total     0.030686                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMshrMissLatency::cpu1.data 42155.320667                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMshrMissLatency::total 42155.320667                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.hits::cpu1.data       978725                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.hits::total        978725                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.misses::cpu1.data        31980                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.misses::total        31980                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.missLatency::cpu1.data   2076300972                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.missLatency::total   2076300972                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.accesses::cpu1.data      1010705                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.accesses::total      1010705                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.missRate::cpu1.data     0.031641                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.missRate::total     0.031641                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMissLatency::cpu1.data 64924.983490                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMissLatency::total 64924.983490                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.mshrHits::cpu1.data           11                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrHits::total           11                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrMisses::cpu1.data        31969                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMisses::total        31969                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMissLatency::cpu1.data   2044027472                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissLatency::total   2044027472                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissRate::cpu1.data     0.031630                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.mshrMissRate::total     0.031630                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMshrMissLatency::cpu1.data 63937.798242                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMshrMissLatency::total 63937.798242                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dcache.tags.tagsInUse          478.115774                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dcache.tags.totalRefs             3418328                       # Total number of references to valid blocks. (Count)
system.cpu1.dcache.tags.sampledRefs            108356                       # Sample count of references to valid blocks. (Count)
system.cpu1.dcache.tags.avgRefs             31.547196                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dcache.tags.warmupTick             208000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dcache.tags.occupancies::cpu1.data   478.115774                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.dcache.tags.avgOccs::cpu1.data     0.933820                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.avgOccs::total       0.933820                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu1.dcache.tags.ageTaskId_1024::1          301                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::2           85                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::3          126                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.dcache.tags.tagAccesses           7518936                       # Number of tag accesses (Count)
system.cpu1.dcache.tags.dataAccesses          7518936                       # Number of data accesses (Count)
system.cpu1.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.decode.idleCycles                 1360723                       # Number of cycles decode is idle (Cycle)
system.cpu1.decode.blockedCycles              7328745                       # Number of cycles decode is blocked (Cycle)
system.cpu1.decode.runCycles                  4129550                       # Number of cycles decode is running (Cycle)
system.cpu1.decode.unblockCycles               538760                       # Number of cycles decode is unblocking (Cycle)
system.cpu1.decode.squashCycles                 83157                       # Number of cycles decode is squashing (Cycle)
system.cpu1.decode.branchResolved             2287228                       # Number of times decode resolved a branch (Count)
system.cpu1.decode.branchMispred                 1554                       # Number of times decode detected a branch misprediction (Count)
system.cpu1.decode.decodedInsts              30871562                       # Number of instructions handled by decode (Count)
system.cpu1.decode.squashedInsts                 7366                       # Number of squashed instructions handled by decode (Count)
system.cpu1.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.fetch.icacheStallCycles           1369897                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu1.fetch.insts                      17140006                       # Number of instructions fetch has processed (Count)
system.cpu1.fetch.branches                    3977174                       # Number of branches that fetch encountered (Count)
system.cpu1.fetch.predictedBranches           2473671                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                     11975866                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                 169360                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                1390                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.pendingTrapStallCycles         9016                       # Number of stall cycles due to pending traps (Cycle)
system.cpu1.fetch.pendingQuiesceStallCycles           36                       # Number of stall cycles due to pending quiesce instructions (Cycle)
system.cpu1.fetch.icacheWaitRetryStallCycles           50                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu1.fetch.cacheLines                  1233379                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                12532                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples          13440935                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             2.401824                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            3.292903                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                 8015588     59.64%     59.64% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                  268450      2.00%     61.63% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                  510219      3.80%     65.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                  531218      3.95%     69.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                  227538      1.69%     71.07% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                  239076      1.78%     72.85% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                  743818      5.53%     78.39% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                  408443      3.04%     81.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                 2496585     18.57%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total            13440935                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.branchRate                 0.289355                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetch.rate                       1.247003                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.icache.demandHits::cpu1.inst      1228657                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total          1228657                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst      1228657                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total         1228657                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst         4721                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total           4721                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst         4721                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total          4721                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst    370897999                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total    370897999                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst    370897999                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total    370897999                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst      1233378                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total      1233378                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst      1233378                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total      1233378                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.003828                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.003828                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.003828                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.003828                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 78563.439737                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.demandAvgMissLatency::total 78563.439737                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 78563.439737                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMissLatency::total 78563.439737                       # average overall miss latency ((Cycle/Count))
system.cpu1.icache.blockedCycles::no_mshrs         1434                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs           21                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs     68.285714                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks         3285                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total             3285                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          923                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          923                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          923                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          923                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst         3798                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total         3798                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst         3798                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total         3798                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst    300088999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total    300088999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst    300088999                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total    300088999                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.003079                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.003079                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.003079                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.003079                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 79012.374671                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 79012.374671                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 79012.374671                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 79012.374671                       # average overall mshr miss latency ((Cycle/Count))
system.cpu1.icache.replacements                  3285                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst      1228657                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total        1228657                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst         4721                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total         4721                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst    370897999                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total    370897999                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst      1233378                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total      1233378                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.003828                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.003828                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 78563.439737                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 78563.439737                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          923                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          923                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst         3798                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total         3798                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst    300088999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total    300088999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.003079                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.003079                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 79012.374671                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 79012.374671                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED   6916981000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          503.719186                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs             1232455                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs              3798                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs            324.501053                       # Average number of references to valid blocks. ((Count/Count))
