
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006653                       # Number of seconds simulated (Second)
simTicks                                   6652976000                       # Number of ticks simulated (Tick)
finalTick                                  6652976000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    413.18                       # Real time elapsed on the host (Second)
hostTickRate                                 16101914                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8807452                       # Number of bytes of host memory used (Byte)
simInsts                                     13093343                       # Number of instructions simulated (Count)
simOps                                       24987724                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    31689                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      60476                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         13305953                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        29560398                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    68350                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       28029440                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 107616                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4641009                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           6457462                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               39189                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            13011828                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.154151                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.597585                       # Number of insts issued each cycle (Count)
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           503.022793                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              1227158                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               3741                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             328.029404                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               95000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   503.022793                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.982466                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.982466                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           92                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          312                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2            8                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          100                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            2459915                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           2459915                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     82702                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    2945017                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   121401                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               29628748                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 1640                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  3034746                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 1204643                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 23760                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                     36103                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    65116                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            244                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          53092                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        58450                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               111542                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 27824258                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                27784073                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  21562287                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  35484180                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.088093                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.607659                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                      102231                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  608906                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  197                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 244                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 193952                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   14                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                   1463                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            2425840                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean             12.625088                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            32.774479                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                2148564     88.57%     88.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                14630      0.60%     89.17% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                48679      2.01%     91.18% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                 4267      0.18%     91.36% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 2968      0.12%     91.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                11001      0.45%     91.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                23800      0.98%     92.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                46702      1.93%     94.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                64702      2.67%     97.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  215      0.01%     97.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                143      0.01%     97.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                114      0.00%     97.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                140      0.01%     97.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                339      0.01%     97.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                503      0.02%     97.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159               1717      0.07%     97.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169               4067      0.17%     97.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               5657      0.23%     98.04% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              15415      0.64%     98.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              30816      1.27%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1263      0.05%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 67      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows               40      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              692                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              2425840                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                 2793365                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 1108359                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3807                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                      2480                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 1229549                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1838                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   6652976000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  82702                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  1589976                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 3833564                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          25628                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   4371899                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               3108059                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               30368710                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 45101                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 589096                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                 242398                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                2092644                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             208                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            38892593                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    78023520                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 44210625                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    187988                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              31841328                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  7051251                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                    1346                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                1317                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   2580012                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         40093788                       # The number of ROB reads (Count)
system.cpu.rob.writes                        59892065                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 13093343                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   24987724                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    79                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    689                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                  23882                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                     24571                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   689                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                 23882                       # number of overall hits (Count)
system.l2.overallHits::total                    24571                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 3050                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                70468                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                   73518                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                3050                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data               70468                       # number of overall misses (Count)
system.l2.overallMisses::total                  73518                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       280225500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data      4577013500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total         4857239000                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      280225500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data     4577013500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total        4857239000                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               3739                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data              94350                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                 98089                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              3739                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data             94350                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                98089                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.815726                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.746879                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.749503                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.815726                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.746879                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.749503                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 91877.213115                       # average overall miss latency ((Cycle/Count))
system.l2.demandAvgMissLatency::cpu.data 64951.658909                       # average overall miss latency ((Cycle/Count))
system.l2.demandAvgMissLatency::total    66068.704263                       # average overall miss latency ((Cycle/Count))
system.l2.overallAvgMissLatency::cpu.inst 91877.213115                       # average overall miss latency ((Cycle/Count))
system.l2.overallAvgMissLatency::cpu.data 64951.658909                       # average overall miss latency ((Cycle/Count))
system.l2.overallAvgMissLatency::total   66068.704263                       # average overall miss latency ((Cycle/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                53464                       # number of writebacks (Count)
system.l2.writebacks::total                     53464                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst             3050                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data            70468                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total               73518                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            3050                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data           70468                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total              73518                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    249735500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data   3872333500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total     4122069000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    249735500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data   3872333500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total    4122069000                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.815726                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.746879                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.749503                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.815726                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.746879                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.749503                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 81880.491803                       # average overall mshr miss latency ((Cycle/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 54951.658909                       # average overall mshr miss latency ((Cycle/Count))
system.l2.demandAvgMshrMissLatency::total 56068.840284                       # average overall mshr miss latency ((Cycle/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 81880.491803                       # average overall mshr miss latency ((Cycle/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 54951.658909                       # average overall mshr miss latency ((Cycle/Count))
system.l2.overallAvgMshrMissLatency::total 56068.840284                       # average overall mshr miss latency ((Cycle/Count))
system.l2.replacements                          74415                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks          874                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total            874                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.ReadCleanReq.hits::cpu.inst             689                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                689                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          3050                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             3050                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    280225500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    280225500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst         3739                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           3739                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.815726                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.815726                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 91877.213115                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 91877.213115                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu.inst         3050                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         3050                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst    249735500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    249735500                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu.inst     0.815726                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.815726                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu.inst 81880.491803                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 81880.491803                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu.data               3286                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                  3286                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu.data            21989                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total               21989                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu.data   1844037500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     1844037500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu.data          25275                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total             25275                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu.data       0.869990                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.869990                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu.data 83861.817272                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 83861.817272                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu.data        21989                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total           21989                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu.data   1624147500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total   1624147500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu.data     0.869990                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.869990                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu.data 73861.817272                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 73861.817272                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu.data          20596                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total             20596                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu.data        48479                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total           48479                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.missLatency::cpu.data   2732976000                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total   2732976000                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu.data        69075                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total         69075                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.missRate::cpu.data     0.701831                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::total      0.701831                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMissLatency::cpu.data 56374.430166                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMissLatency::total 56374.430166                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.mshrMisses::cpu.data        48479                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMisses::total        48479                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMissLatency::cpu.data   2248186000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::total   2248186000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissRate::cpu.data     0.701831                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::total     0.701831                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMshrMissLatency::cpu.data 46374.430166                       # average ReadSharedReq mshr miss latency ((Tick/Count))
